Model,Üretim Yılı,Motor Sayısı,Motor Türü,Kapasite,Menzil (km),Yakıt Tüketimi (L/saat),Saatlik Bakım Maliyeti ($),Yaş,Satış Bölgesi,Fiyat ($)
Bombardier CRJ200,2017,2,Turbofan,50,3000,2.67,3177.85,6,Kuzey Amerika,26692691.66
Airbus A350,2015,2,Turbofan,350,14800,12.02,2004.1,8,Güney Amerika,619483252.81
Boeing 777,2007,2,Turbofan,396,15600,2.98,979.69,16,Avustralya,538818025.72
Cessna 172,2001,1,Piston,4,1285,27.39,3597.81,22,Kuzey Amerika,281728.9
Bombardier CRJ200,2009,2,Turbofan,50,3000,12.65,1608.81,14,Kuzey Amerika,18487630.58
Boeing 777,1996,2,Turbofan,396,15600,9.67,1724.65,27,Avrupa,436247697.61
Boeing 737,1992,2,Turbofan,162,5700,3.19,2124.38,31,Kuzey Amerika,62987372.51
Boeing 737,2014,2,Turbofan,162,5700,9.04,1333.1,9,Avustralya,110533528.62
Airbus A320,1992,2,Turbofan,180,6300,11.52,4428.26,31,Avrupa,82747415.53
Bombardier CRJ200,2010,2,Turbofan,50,3000,13.04,3615.24,13,Kuzey Amerika,19802463.23
Bombardier CRJ200,2017,2,Turbofan,50,3000,8.36,1623.51,6,Güney Amerika,22165024.64
Cessna 172,1998,1,Piston,4,1285,32.72,1312.59,25,Asya,218139.71
Airbus A320,1998,2,Turbofan,180,6300,2.44,4619.7,25,Avrupa,69889599.06
Boeing 777,1991,2,Turbofan,396,15600,14.62,4659.78,32,Kuzey Amerika,439452135.4
Boeing 737,2014,2,Turbofan,162,5700,8.16,4749.2,9,Avrupa,104368669.52
Boeing 777,1982,2,Turbofan,396,15600,12.78,1935.95,41,Asya,398763846.97
Cessna 172,1998,1,Piston,4,1285,33.85,666.53,25,Avustralya,204416.15
Airbus A320,2020,2,Turbofan,180,6300,11.05,846.29,3,Afrika,142763723.81
Boeing 737,1980,2,Turbofan,162,5700,11.42,2029.44,43,Güney Amerika,62273842.69
Boeing 777,2010,2,Turbofan,396,15600,12.28,2927.71,13,Afrika,562544947.36
Airbus A350,2001,2,Turbofan,350,14800,10.14,1934.39,22,Avrupa,428130328.68
Boeing 737,1996,2,Turbofan,162,5700,2.32,1548.32,27,Afrika,69105297.56
Boeing 737,1984,2,Turbofan,162,5700,2.28,4415.44,39,Afrika,63981896.93
Airbus A350,1984,2,Turbofan,350,14800,12.38,4725.8,39,Güney Amerika,411986092.41
Bombardier CRJ200,2023,2,Turbofan,50,3000,6.56,4990.7,0,Asya,22900748.39
Airbus A320,1989,2,Turbofan,180,6300,10.16,2659.44,34,Güney Amerika,89404616.34
Boeing 777,1985,2,Turbofan,396,15600,14.79,4431.55,38,Avrupa,379868475.11
Boeing 737,2015,2,Turbofan,162,5700,11.59,2396.11,8,Afrika,122107209.71
Cessna 172,2018,1,Piston,4,1285,14.42,1574.5,5,Güney Amerika,332946.55
Airbus A320,2013,2,Turbofan,180,6300,5.04,1833.39,10,Afrika,113859544.42
Airbus A350,2008,2,Turbofan,350,14800,2.23,689.42,15,Kuzey Amerika,519435174.18
Cessna 172,2007,1,Piston,4,1285,37.19,2229.47,16,Kuzey Amerika,297440.98
Cessna 172,2019,1,Piston,4,1285,48.0,1482.14,4,Asya,431915.17
Cessna 172,1986,1,Piston,4,1285,28.7,4751.29,37,Avrupa,209128.43
Bombardier CRJ200,1993,2,Turbofan,50,3000,4.17,3260.35,30,Kuzey Amerika,12275991.04
Bombardier CRJ200,1985,2,Turbofan,50,3000,8.66,3234.82,38,Avrupa,12669634.9
Airbus A320,1991,2,Turbofan,180,6300,4.29,1538.01,32,Güney Amerika,73477867.87
Boeing 737,1990,2,Turbofan,162,5700,6.55,4008.13,33,Asya,59934682.48
Airbus A350,2008,2,Turbofan,350,14800,14.6,760.29,15,Avustralya,595285903.78
Cessna 172,2010,1,Piston,4,1285,16.16,3632.09,13,Kuzey Amerika,298226.62
Boeing 737,1994,2,Turbofan,162,5700,4.92,4171.25,29,Kuzey Amerika,64747468.91
Bombardier CRJ200,1998,2,Turbofan,50,3000,9.54,3168.23,25,Avustralya,10244738.98
Airbus A350,1984,2,Turbofan,350,14800,13.41,911.69,39,Avustralya,349501365.95
Airbus A320,1996,2,Turbofan,180,6300,14.42,4499.37,27,Avustralya,75322787.62
Cessna 172,2022,1,Piston,4,1285,42.38,4379.57,1,Avrupa,446438.18
Airbus A350,1987,2,Turbofan,350,14800,7.31,891.44,36,Güney Amerika,447159731.82
Airbus A320,2021,2,Turbofan,180,6300,5.38,2177.1,2,Avrupa,149954427.31
Boeing 777,1989,2,Turbofan,396,15600,4.86,864.71,34,Asya,468928975.1
Boeing 737,1990,2,Turbofan,162,5700,2.99,3574.66,33,Kuzey Amerika,63355505.75
Cessna 172,2016,1,Piston,4,1285,33.7,2662.64,7,Kuzey Amerika,411247.75
Airbus A350,1987,2,Turbofan,350,14800,6.52,4211.06,36,Afrika,397704445.28
Bombardier CRJ200,1999,2,Turbofan,50,3000,13.42,1701.63,24,Avustralya,14877095.06
Airbus A350,1997,2,Turbofan,350,14800,10.56,4088.42,26,Güney Amerika,402864405.4
Cessna 172,2011,1,Piston,4,1285,37.21,3638.62,12,Afrika,341303.71
Boeing 737,2018,2,Turbofan,162,5700,11.79,3283.75,5,Asya,112318556.86
Airbus A350,2000,2,Turbofan,350,14800,11.67,2008.03,23,Güney Amerika,408001204.03
Boeing 777,1981,2,Turbofan,396,15600,12.63,1223.42,42,Asya,398723638.97
Airbus A320,2023,2,Turbofan,180,6300,5.73,528.74,0,Güney Amerika,176757814.93
Cessna 172,1981,1,Piston,4,1285,49.25,3276.17,42,Avustralya,184641.08
Boeing 777,2016,2,Turbofan,396,15600,9.02,3353.03,7,Asya,734870703.44
Airbus A320,2010,2,Turbofan,180,6300,3.39,4009.3,13,Güney Amerika,118866261.78
Bombardier CRJ200,2008,2,Turbofan,50,3000,6.44,4833.46,15,Kuzey Amerika,19571684.77
Airbus A320,2017,2,Turbofan,180,6300,14.12,3346.8,6,Afrika,131758102.52
Bombardier CRJ200,2011,2,Turbofan,50,3000,11.21,1854.34,12,Asya,18710232.77
Airbus A350,2002,2,Turbofan,350,14800,9.57,803.08,21,Afrika,483499667.07
Boeing 777,2000,2,Turbofan,396,15600,13.33,705.84,23,Avustralya,363983558.24
Boeing 737,1990,2,Turbofan,162,5700,14.6,4880.7,33,Kuzey Amerika,59912822.33
Airbus A350,2011,2,Turbofan,350,14800,2.32,3912.18,12,Kuzey Amerika,587268295.17
Bombardier CRJ200,2005,2,Turbofan,50,3000,6.21,599.56,18,Güney Amerika,17875673.94
Boeing 737,2009,2,Turbofan,162,5700,7.8,3574.83,14,Asya,90781164.94
Boeing 777,1996,2,Turbofan,396,15600,14.96,1731.32,27,Kuzey Amerika,340010547.51
Boeing 737,2005,2,Turbofan,162,5700,12.33,1236.31,18,Güney Amerika,63367888.47
Boeing 737,2022,2,Turbofan,162,5700,4.87,3621.57,1,Güney Amerika,127413480.15
Airbus A350,2006,2,Turbofan,350,14800,5.55,3445.3,17,Asya,463735696.84
Airbus A320,2013,2,Turbofan,180,6300,3.96,4778.89,10,Kuzey Amerika,133529410.72
Cessna 172,2011,1,Piston,4,1285,35.54,2388.77,12,Avustralya,321604.64
Airbus A350,1983,2,Turbofan,350,14800,5.56,2289.17,40,Avrupa,370619257.39
Boeing 777,2015,2,Turbofan,396,15600,4.99,4523.45,8,Avrupa,684189255.61
Boeing 777,2008,2,Turbofan,396,15600,2.4,1458.97,15,Avustralya,486950793.63
Airbus A350,1987,2,Turbofan,350,14800,8.15,4389.61,36,Asya,426070238.42
Bombardier CRJ200,2018,2,Turbofan,50,3000,4.41,4856.87,5,Avrupa,22479913.54
Bombardier CRJ200,1990,2,Turbofan,50,3000,12.98,3969.15,33,Kuzey Amerika,12626529.51
Cessna 172,1980,1,Piston,4,1285,35.05,3924.61,43,Güney Amerika,217901.08
Airbus A350,1985,2,Turbofan,350,14800,8.26,4084.42,38,Avrupa,398713879.75
Boeing 737,2009,2,Turbofan,162,5700,3.63,1027.89,14,Asya,85200995.59
Bombardier CRJ200,1989,2,Turbofan,50,3000,8.39,1402.36,34,Afrika,14249635.57
Bombardier CRJ200,1998,2,Turbofan,50,3000,9.57,788.94,25,Güney Amerika,13090077.09
Bombardier CRJ200,1997,2,Turbofan,50,3000,7.92,1896.63,26,Afrika,11286956.54
Airbus A350,2010,2,Turbofan,350,14800,2.94,552.29,13,Avrupa,526105056.35
Airbus A350,2015,2,Turbofan,350,14800,5.79,3200.09,8,Avrupa,473880075.09
Airbus A350,1992,2,Turbofan,350,14800,13.18,3627.42,31,Güney Amerika,336314382.68
Cessna 172,1988,1,Piston,4,1285,49.47,1589.2,35,Asya,212681.8
Boeing 777,2006,2,Turbofan,396,15600,8.49,1141.23,17,Kuzey Amerika,603705999.54
Cessna 172,1997,1,Piston,4,1285,10.39,3018.42,26,Asya,232450.75
Boeing 777,1999,2,Turbofan,396,15600,8.73,1969.08,24,Güney Amerika,403263641.93
Cessna 172,2022,1,Piston,4,1285,13.14,649.41,1,Afrika,390289.51
Airbus A320,2008,2,Turbofan,180,6300,3.73,2286.15,15,Güney Amerika,129426744.2
Airbus A350,2002,2,Turbofan,350,14800,4.6,4102.64,21,Kuzey Amerika,459564319.05
Cessna 172,2014,1,Piston,4,1285,14.18,1253.67,9,Afrika,399513.55
Airbus A350,2000,2,Turbofan,350,14800,14.17,642.14,23,Avrupa,439281508.67
Bombardier CRJ200,1995,2,Turbofan,50,3000,9.04,733.87,28,Güney Amerika,12918104.65
Airbus A350,1994,2,Turbofan,350,14800,12.42,3713.39,29,Afrika,386966610.15
Boeing 737,2000,2,Turbofan,162,5700,12.59,2027.53,23,Avustralya,77565461.23
Airbus A350,2004,2,Turbofan,350,14800,10.37,2535.43,19,Afrika,470795089.56
Bombardier CRJ200,2021,2,Turbofan,50,3000,11.51,2868.81,2,Avrupa,21673752.5
Airbus A350,1982,2,Turbofan,350,14800,4.85,4423.03,41,Avrupa,354300631.99
Cessna 172,2017,1,Piston,4,1285,23.48,4891.39,6,Kuzey Amerika,395779.06
Boeing 737,2008,2,Turbofan,162,5700,8.48,3464.18,15,Asya,83746656.77
Cessna 172,2009,1,Piston,4,1285,38.77,2999.14,14,Asya,308899.5
Bombardier CRJ200,1989,2,Turbofan,50,3000,10.84,1397.94,34,Afrika,12219937.83
Bombardier CRJ200,1989,2,Turbofan,50,3000,2.4,824.89,34,Asya,11764217.83
Airbus A350,1996,2,Turbofan,350,14800,11.45,4407.23,27,Kuzey Amerika,310192361.77
Cessna 172,2005,1,Piston,4,1285,27.02,3842.18,18,Avustralya,240008.47
Boeing 737,2001,2,Turbofan,162,5700,2.52,4944.42,22,Avustralya,60666863.35
Cessna 172,2004,1,Piston,4,1285,33.15,4401.64,19,Kuzey Amerika,309612.09
Bombardier CRJ200,2011,2,Turbofan,50,3000,13.35,2690.01,12,Güney Amerika,17511763.82
Boeing 737,2019,2,Turbofan,162,5700,7.48,4553.16,4,Asya,124382800.41
Airbus A320,2020,2,Turbofan,180,6300,4.74,4605.64,3,Avustralya,124095241.28
Boeing 777,1994,2,Turbofan,396,15600,10.21,3303.35,29,Avustralya,372709628.07
Boeing 737,2007,2,Turbofan,162,5700,13.82,3721.21,16,Asya,89721217.34
Bombardier CRJ200,1986,2,Turbofan,50,3000,5.09,1308.57,37,Afrika,12044143.46
Airbus A320,1999,2,Turbofan,180,6300,13.32,1612.54,24,Asya,91052472.45
Boeing 737,2000,2,Turbofan,162,5700,8.69,2503.87,23,Asya,76409741.39
Boeing 777,2002,2,Turbofan,396,15600,7.08,1235.86,21,Kuzey Amerika,380959219.67
Airbus A350,1989,2,Turbofan,350,14800,5.36,4862.36,34,Avrupa,324113372.43
Cessna 172,2006,1,Piston,4,1285,15.23,3980.63,17,Güney Amerika,314831.13
Bombardier CRJ200,1991,2,Turbofan,50,3000,7.9,4864.19,32,Avrupa,12167762.43
Airbus A320,1985,2,Turbofan,180,6300,12.78,2016.51,38,Güney Amerika,68307213.88
Airbus A350,2019,2,Turbofan,350,14800,5.23,2438.99,4,Avustralya,787873764.4
Airbus A320,2011,2,Turbofan,180,6300,4.18,1251.69,12,Güney Amerika,129235354.96
Airbus A320,1994,2,Turbofan,180,6300,11.57,665.02,29,Afrika,75840490.4
Bombardier CRJ200,1996,2,Turbofan,50,3000,12.47,4298.77,27,Afrika,14582673.19
Boeing 777,2022,2,Turbofan,396,15600,13.29,3134.09,1,Asya,759072292.02
Airbus A350,1998,2,Turbofan,350,14800,2.74,1713.87,25,Avustralya,365006071.14
Cessna 172,1990,1,Piston,4,1285,47.46,2890.26,33,Asya,229358.02
Airbus A350,2002,2,Turbofan,350,14800,8.59,1922.7,21,Güney Amerika,428401094.71
Boeing 777,2020,2,Turbofan,396,15600,3.93,687.08,3,Afrika,815942990.51
Bombardier CRJ200,1996,2,Turbofan,50,3000,8.7,2546.33,27,Afrika,12493384.83
Boeing 777,1992,2,Turbofan,396,15600,10.67,2699.81,31,Afrika,441640021.08
Airbus A350,1986,2,Turbofan,350,14800,10.75,1408.34,37,Avrupa,333599086.49
Airbus A350,2016,2,Turbofan,350,14800,3.22,4864.6,7,Kuzey Amerika,600439190.08
Cessna 172,1998,1,Piston,4,1285,17.09,4406.64,25,Avustralya,254604.52
Boeing 777,1981,2,Turbofan,396,15600,12.9,3616.82,42,Avustralya,403561166.86
Airbus A350,1997,2,Turbofan,350,14800,10.03,2737.29,26,Asya,385904600.31
Cessna 172,2023,1,Piston,4,1285,32.82,4410.07,0,Avustralya,474653.29
Boeing 737,2018,2,Turbofan,162,5700,10.57,1470.54,5,Avustralya,127786656.02
Airbus A350,1998,2,Turbofan,350,14800,10.47,2272.39,25,Avrupa,383584117.72
Cessna 172,2002,1,Piston,4,1285,11.93,4997.36,21,Avrupa,229195.61
Bombardier CRJ200,1992,2,Turbofan,50,3000,7.29,4897.28,31,Güney Amerika,12463038.84
Boeing 777,2023,2,Turbofan,396,15600,11.6,3051.57,0,Avustralya,828711118.2
Bombardier CRJ200,2023,2,Turbofan,50,3000,7.25,4453.32,0,Avrupa,27022571.23
Bombardier CRJ200,1986,2,Turbofan,50,3000,11.91,4135.31,37,Avustralya,10592663.56
Bombardier CRJ200,1982,2,Turbofan,50,3000,7.66,4090.16,41,Kuzey Amerika,11893807.88
Airbus A350,1982,2,Turbofan,350,14800,2.07,2950.2,41,Güney Amerika,376991918.56
Boeing 777,1988,2,Turbofan,396,15600,6.76,1960.64,35,Asya,460975259.86
Boeing 777,2000,2,Turbofan,396,15600,7.83,2248.51,23,Avustralya,393019822.39
Airbus A350,1991,2,Turbofan,350,14800,6.85,1568.95,32,Avrupa,433451433.74
Airbus A320,2014,2,Turbofan,180,6300,8.03,3287.71,9,Kuzey Amerika,141489134.58
Cessna 172,2012,1,Piston,4,1285,44.53,2209.04,11,Kuzey Amerika,250050.45
Airbus A320,1996,2,Turbofan,180,6300,6.44,615.39,27,Afrika,96312870.73
Boeing 777,2001,2,Turbofan,396,15600,7.18,2210.88,22,Asya,490824585.49
Airbus A350,1984,2,Turbofan,350,14800,11.94,3235.57,39,Avrupa,463152507.68
Airbus A320,2023,2,Turbofan,180,6300,11.34,4158.44,0,Avustralya,168615757.88
Bombardier CRJ200,2005,2,Turbofan,50,3000,14.05,1595.67,18,Güney Amerika,15890609.46
Boeing 777,1985,2,Turbofan,396,15600,14.15,771.2,38,Afrika,367604615.56
Boeing 737,1996,2,Turbofan,162,5700,5.34,2686.42,27,Güney Amerika,61678568.68
Boeing 737,2009,2,Turbofan,162,5700,5.99,1781.93,14,Kuzey Amerika,93025912.8
Bombardier CRJ200,2023,2,Turbofan,50,3000,9.93,1900.88,0,Kuzey Amerika,27511685.52
Cessna 172,2004,1,Piston,4,1285,20.9,3722.68,19,Avustralya,238954.83
Boeing 777,1986,2,Turbofan,396,15600,10.85,1315.17,37,Avustralya,388649817.25
Airbus A320,2010,2,Turbofan,180,6300,8.83,1316.47,13,Asya,108999753.4
Cessna 172,2015,1,Piston,4,1285,20.26,3052.9,8,Kuzey Amerika,370499.11
Cessna 172,1994,1,Piston,4,1285,29.34,4833.17,29,Avustralya,218486.48
Boeing 737,2020,2,Turbofan,162,5700,10.23,695.36,3,Afrika,135579062.59
Bombardier CRJ200,1999,2,Turbofan,50,3000,9.82,4781.32,24,Avustralya,12619358.48
Airbus A350,1987,2,Turbofan,350,14800,4.76,1526.36,36,Avrupa,373827795.64
Boeing 737,1982,2,Turbofan,162,5700,7.34,3249.41,41,Kuzey Amerika,55566203.11
Airbus A350,1987,2,Turbofan,350,14800,5.57,4012.36,36,Asya,346518496.19
Airbus A320,2014,2,Turbofan,180,6300,7.51,4201.76,9,Avrupa,119856645.16
Airbus A350,2009,2,Turbofan,350,14800,7.87,3307.37,14,Kuzey Amerika,551093634.72
Bombardier CRJ200,2014,2,Turbofan,50,3000,4.18,3139.74,9,Afrika,21058068.36
Cessna 172,1989,1,Piston,4,1285,13.83,1475.33,34,Afrika,222544.34
Bombardier CRJ200,1986,2,Turbofan,50,3000,10.35,606.37,37,Afrika,13238884.03
Cessna 172,2006,1,Piston,4,1285,25.64,1543.76,17,Kuzey Amerika,344441.57
Boeing 737,2003,2,Turbofan,162,5700,8.46,3175.14,20,Avrupa,70031553.95
Airbus A350,2008,2,Turbofan,350,14800,11.33,2426.9,15,Avrupa,606680932.49
Boeing 777,1986,2,Turbofan,396,15600,14.89,3615.96,37,Avustralya,420202474.78
Boeing 777,2014,2,Turbofan,396,15600,3.03,1733.72,9,Avustralya,758209266.07
Boeing 777,1983,2,Turbofan,396,15600,13.62,885.46,40,Afrika,374454283.69
Boeing 777,1992,2,Turbofan,396,15600,6.61,1519.95,31,Asya,357236020.72
Airbus A350,1985,2,Turbofan,350,14800,8.75,812.41,38,Avustralya,381020735.24
Airbus A320,2021,2,Turbofan,180,6300,10.46,4460.36,2,Avustralya,127043941.37
Cessna 172,1981,1,Piston,4,1285,22.97,2898.31,42,Asya,239936.86
Boeing 777,1995,2,Turbofan,396,15600,10.6,4973.63,28,Avrupa,349487795.61
Cessna 172,1993,1,Piston,4,1285,39.23,3010.03,30,Asya,198635.2
Cessna 172,1993,1,Piston,4,1285,48.31,3030.34,30,Güney Amerika,212509.61
Airbus A320,1994,2,Turbofan,180,6300,10.97,1288.86,29,Kuzey Amerika,79687975.81
Airbus A320,2018,2,Turbofan,180,6300,7.85,935.04,5,Asya,121109153.47
Boeing 777,1989,2,Turbofan,396,15600,6.52,3902.73,34,Avrupa,440969195.08
Cessna 172,1996,1,Piston,4,1285,19.39,4672.3,27,Avrupa,226718.77
Boeing 737,2022,2,Turbofan,162,5700,3.98,2296.92,1,Asya,139469698.9
Airbus A320,1980,2,Turbofan,180,6300,10.11,2844.31,43,Kuzey Amerika,79471355.78
Airbus A320,2017,2,Turbofan,180,6300,11.82,901.06,6,Kuzey Amerika,139756826.67
Boeing 737,1991,2,Turbofan,162,5700,11.21,4019.13,32,Kuzey Amerika,62492155.61
Boeing 737,1988,2,Turbofan,162,5700,5.94,662.72,35,Avustralya,58471857.5
Airbus A350,2013,2,Turbofan,350,14800,14.18,894.39,10,Asya,516404000.97
Bombardier CRJ200,1984,2,Turbofan,50,3000,5.97,2992.11,39,Afrika,10742684.82
Airbus A350,2003,2,Turbofan,350,14800,8.7,3202.67,20,Güney Amerika,350592997.15
Cessna 172,1986,1,Piston,4,1285,29.88,4637.26,37,Afrika,215450.1
Cessna 172,1994,1,Piston,4,1285,45.12,2212.8,29,Güney Amerika,211588.11
Boeing 737,2022,2,Turbofan,162,5700,12.48,4406.26,1,Güney Amerika,116071281.05
Boeing 777,2009,2,Turbofan,396,15600,7.24,864.14,14,Avustralya,629312398.7
Boeing 737,1983,2,Turbofan,162,5700,11.03,1280.86,40,Afrika,63638561.85
Airbus A350,2007,2,Turbofan,350,14800,12.69,3384.37,16,Avustralya,505888699.2
Boeing 737,2011,2,Turbofan,162,5700,13.21,1096.36,12,Avustralya,96217375.0
Airbus A350,1984,2,Turbofan,350,14800,11.94,3228.14,39,Asya,402763288.63
Boeing 777,2018,2,Turbofan,396,15600,8.53,1286.77,5,Avrupa,639421066.39
Boeing 737,1988,2,Turbofan,162,5700,2.89,2153.9,35,Kuzey Amerika,61522777.42
Cessna 172,2020,1,Piston,4,1285,15.41,616.15,3,Güney Amerika,404034.59
Cessna 172,2000,1,Piston,4,1285,27.3,4846.2,23,Afrika,243022.69
Cessna 172,2013,1,Piston,4,1285,30.25,1903.17,10,Kuzey Amerika,309804.27
Airbus A350,2012,2,Turbofan,350,14800,4.81,3383.72,11,Güney Amerika,572444936.79
Airbus A350,1986,2,Turbofan,350,14800,10.45,3288.15,37,Avustralya,364369669.73
Boeing 737,2021,2,Turbofan,162,5700,14.93,761.74,2,Avustralya,140006077.57
Cessna 172,1993,1,Piston,4,1285,37.8,760.01,30,Afrika,200592.9
Airbus A350,1994,2,Turbofan,350,14800,2.81,3614.73,29,Afrika,361055054.5
Boeing 777,2009,2,Turbofan,396,15600,14.96,2792.4,14,Afrika,597531776.7
Airbus A350,1986,2,Turbofan,350,14800,10.11,1878.14,37,Kuzey Amerika,416646225.38
Airbus A350,2000,2,Turbofan,350,14800,7.54,2871.69,23,Avustralya,347139378.76
Boeing 777,2003,2,Turbofan,396,15600,7.38,2154.92,20,Avrupa,466373471.0
Bombardier CRJ200,2010,2,Turbofan,50,3000,11.54,4223.92,13,Asya,16840718.26
Boeing 737,1985,2,Turbofan,162,5700,5.38,586.37,38,Asya,47017041.87
Airbus A350,1986,2,Turbofan,350,14800,3.78,3921.3,37,Avustralya,317254182.09
Bombardier CRJ200,2003,2,Turbofan,50,3000,5.14,554.54,20,Avrupa,14755688.52
Cessna 172,1983,1,Piston,4,1285,42.06,4891.43,40,Güney Amerika,213374.23
Cessna 172,2015,1,Piston,4,1285,31.92,993.81,8,Kuzey Amerika,379815.98
Bombardier CRJ200,1987,2,Turbofan,50,3000,12.98,2544.7,36,Afrika,12042029.77
Boeing 777,2022,2,Turbofan,396,15600,6.22,1175.22,1,Afrika,706532681.33
Bombardier CRJ200,1983,2,Turbofan,50,3000,8.19,3818.11,40,Kuzey Amerika,10418429.37
Cessna 172,1999,1,Piston,4,1285,41.4,2567.51,24,Kuzey Amerika,186388.14
Boeing 737,2016,2,Turbofan,162,5700,14.42,4514.38,7,Güney Amerika,101847749.42
Airbus A320,1989,2,Turbofan,180,6300,7.69,3596.61,34,Avustralya,86509631.52
Airbus A350,1994,2,Turbofan,350,14800,12.93,1646.02,29,Asya,452636644.34
Boeing 777,2015,2,Turbofan,396,15600,13.64,3467.09,8,Kuzey Amerika,627477879.23
Boeing 737,1997,2,Turbofan,162,5700,9.98,3365.01,26,Güney Amerika,63662822.45
Airbus A320,2007,2,Turbofan,180,6300,11.59,1175.76,16,Güney Amerika,98541524.8
Cessna 172,2019,1,Piston,4,1285,37.21,2805.0,4,Avustralya,378845.75
Bombardier CRJ200,2015,2,Turbofan,50,3000,2.16,820.66,8,Asya,20660642.47
Cessna 172,2022,1,Piston,4,1285,39.5,4804.26,1,Avustralya,362429.72
Boeing 777,1981,2,Turbofan,396,15600,12.07,2073.66,42,Avrupa,358951291.33
Boeing 777,1999,2,Turbofan,396,15600,4.41,3476.17,24,Kuzey Amerika,462511005.46
Boeing 777,1980,2,Turbofan,396,15600,2.27,1692.71,43,Avrupa,426165003.24
Airbus A320,2016,2,Turbofan,180,6300,14.58,869.77,7,Avustralya,148205458.65
Airbus A350,1984,2,Turbofan,350,14800,6.97,3310.99,39,Avrupa,344139770.14
Bombardier CRJ200,2020,2,Turbofan,50,3000,3.58,1425.59,3,Asya,25716133.52
Boeing 737,2013,2,Turbofan,162,5700,8.89,3397.57,10,Avrupa,107183272.55
Airbus A350,2006,2,Turbofan,350,14800,14.59,688.78,17,Afrika,459831575.91
Boeing 777,1990,2,Turbofan,396,15600,9.82,4909.87,33,Kuzey Amerika,434469942.04
Boeing 777,2000,2,Turbofan,396,15600,11.72,3120.9,23,Güney Amerika,452501012.06
Cessna 172,1985,1,Piston,4,1285,23.53,1076.43,38,Asya,236621.03
Airbus A320,1990,2,Turbofan,180,6300,4.92,4676.38,33,Güney Amerika,70173636.35
Boeing 737,2023,2,Turbofan,162,5700,9.97,2477.32,0,Asya,101962560.32
Boeing 777,2008,2,Turbofan,396,15600,5.13,4743.84,15,Avustralya,544297853.03
Airbus A350,2011,2,Turbofan,350,14800,10.4,4491.16,12,Güney Amerika,550255631.84
Airbus A350,2006,2,Turbofan,350,14800,12.61,1786.58,17,Kuzey Amerika,483244453.36
Airbus A320,2012,2,Turbofan,180,6300,7.99,3897.69,11,Asya,125697266.0
Boeing 777,2007,2,Turbofan,396,15600,11.47,4288.99,16,Asya,576552533.65
Boeing 777,2023,2,Turbofan,396,15600,9.09,1298.43,0,Avustralya,888471735.01
Cessna 172,2011,1,Piston,4,1285,47.5,4931.01,12,Güney Amerika,337809.04
Bombardier CRJ200,1999,2,Turbofan,50,3000,4.78,4180.03,24,Asya,11740026.01
Airbus A320,2005,2,Turbofan,180,6300,12.93,2776.34,18,Güney Amerika,103399541.42
Boeing 737,1980,2,Turbofan,162,5700,8.61,3156.56,43,Avrupa,74261934.23
Boeing 777,1993,2,Turbofan,396,15600,9.35,1838.97,30,Avrupa,427532216.44
Boeing 777,1998,2,Turbofan,396,15600,11.89,3363.31,25,Kuzey Amerika,412734925.56
Boeing 737,1980,2,Turbofan,162,5700,8.0,1220.32,43,Afrika,62133269.16
Bombardier CRJ200,2007,2,Turbofan,50,3000,4.65,4100.32,16,Avrupa,15025275.31
Airbus A320,2004,2,Turbofan,180,6300,11.53,2997.88,19,Güney Amerika,85547362.76
Bombardier CRJ200,1994,2,Turbofan,50,3000,12.19,2099.23,29,Güney Amerika,12611857.72
Cessna 172,2022,1,Piston,4,1285,10.21,2994.02,1,Kuzey Amerika,385978.91
Boeing 737,2005,2,Turbofan,162,5700,6.78,4811.33,18,Avustralya,86494329.35
Boeing 737,2007,2,Turbofan,162,5700,3.94,1971.19,16,Asya,92539754.63
Airbus A350,1984,2,Turbofan,350,14800,6.79,4983.5,39,Kuzey Amerika,358435306.57
Cessna 172,2007,1,Piston,4,1285,38.88,2518.75,16,Güney Amerika,297164.0
Airbus A350,2020,2,Turbofan,350,14800,7.36,2261.87,3,Afrika,765232183.44
Boeing 777,1987,2,Turbofan,396,15600,2.04,3630.28,36,Afrika,336923634.19
Boeing 737,2000,2,Turbofan,162,5700,3.21,4073.89,23,Avrupa,77189812.92
Cessna 172,2009,1,Piston,4,1285,29.24,3146.91,14,Avustralya,290366.42
Boeing 777,1985,2,Turbofan,396,15600,9.3,3109.93,38,Afrika,404918205.48
Boeing 737,1995,2,Turbofan,162,5700,9.85,3022.97,28,Afrika,69958397.63
Cessna 172,2005,1,Piston,4,1285,43.0,1714.19,18,Güney Amerika,289745.64
Boeing 737,2005,2,Turbofan,162,5700,3.0,2742.15,18,Kuzey Amerika,79846064.72
Bombardier CRJ200,2001,2,Turbofan,50,3000,11.2,4032.04,22,Avrupa,12911054.39
Boeing 777,1990,2,Turbofan,396,15600,8.72,4048.77,33,Asya,352189432.87
Cessna 172,2020,1,Piston,4,1285,27.36,1976.87,3,Asya,393978.2
Cessna 172,2012,1,Piston,4,1285,18.82,898.7,11,Avrupa,383828.69
Boeing 777,2002,2,Turbofan,396,15600,14.13,4992.56,21,Avustralya,490286367.25
Bombardier CRJ200,1989,2,Turbofan,50,3000,7.48,3391.54,34,Avrupa,13549398.19
Boeing 737,1989,2,Turbofan,162,5700,7.33,1032.51,34,Kuzey Amerika,67153701.02
